asof,S,r,q,T,K,type,mid,bid,ask,volume,openInterest,expiration
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,350.0,C,62.525,61.8,63.25,28.0,104.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,355.0,C,57.55,56.35,58.75,86.0,54.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,357.5,C,55.125,54.25,56.0,1.0,3.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,360.0,C,52.650000000000006,51.95,53.35,23.0,172.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,365.0,C,47.675,47.1,48.25,19.0,60.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,370.0,C,43.0,42.65,43.35,388.0,343.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,375.0,C,37.9,37.4,38.4,78.0,571.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,380.0,C,33.55,33.4,33.7,2270.0,260.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,382.5,C,31.200000000000003,30.8,31.6,2.0,116.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,385.0,C,28.725,28.25,29.2,196.0,268.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,387.5,C,26.799999999999997,26.65,26.95,51.0,150.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,390.0,C,24.375,24.0,24.75,3613.0,476.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,392.5,C,22.325000000000003,22.05,22.6,269.0,66.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,395.0,C,20.25,20.15,20.35,3591.0,503.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,397.5,C,18.275,18.2,18.35,3113.0,261.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,400.0,C,16.375,16.3,16.45,42052.0,2100.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,402.5,C,14.524999999999999,14.45,14.6,1398.0,273.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,405.0,C,12.875,12.85,12.9,6035.0,1178.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,407.5,C,11.175,11.1,11.25,3967.0,562.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,410.0,C,9.675,9.6,9.75,21019.0,2730.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,412.5,C,8.3,8.25,8.35,9518.0,1326.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,415.0,C,7.074999999999999,7.05,7.1,10856.0,3165.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,417.5,C,5.925000000000001,5.9,5.95,1744.0,892.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,420.0,C,4.925000000000001,4.9,4.95,15365.0,8191.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,422.5,C,4.025,4.0,4.05,3447.0,6800.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,425.0,C,3.275,3.25,3.3,5313.0,9592.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,427.5,C,2.59,2.56,2.62,2067.0,900.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,430.0,C,2.09,2.08,2.1,14993.0,4938.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,432.5,C,1.635,1.62,1.65,1736.0,1037.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,435.0,C,1.29,1.28,1.3,11113.0,14558.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,437.5,C,1.005,1.0,1.01,3634.0,6643.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,440.0,C,0.785,0.78,0.79,12778.0,10896.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,442.5,C,0.615,0.61,0.62,1385.0,2818.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,445.0,C,0.48,0.47,0.49,2159.0,5028.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,447.5,C,0.375,0.37,0.38,797.0,562.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,450.0,C,0.295,0.29,0.3,10646.0,8458.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,452.5,C,0.22999999999999998,0.22,0.24,587.0,364.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,455.0,C,0.185,0.18,0.19,1031.0,2122.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,457.5,C,0.14500000000000002,0.14,0.15,1340.0,259.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,460.0,C,0.11499999999999999,0.11,0.12,1183.0,4093.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,462.5,C,0.1,0.09,0.11,85.0,302.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,465.0,C,0.08499999999999999,0.08,0.09,2787.0,3374.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,467.5,C,0.07,0.06,0.08,26.0,77.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,470.0,C,0.065,0.06,0.07,778.0,2325.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,472.5,C,0.055,0.05,0.06,51.0,103.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,475.0,C,0.05,0.04,0.06,237.0,2057.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,477.5,C,0.04,0.03,0.05,165.0,130.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,480.0,C,0.035,0.03,0.04,508.0,2912.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,482.5,C,0.03,0.02,0.04,54.0,95.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,485.0,C,0.03,0.02,0.04,1044.0,858.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,487.5,C,0.02,0.01,0.03,14.0,35.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,490.0,C,0.02,0.01,0.03,290.0,1916.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,492.5,C,0.02,0.01,0.03,20.0,69.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,495.0,C,0.025,0.02,0.03,21.0,1180.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,500.0,C,0.015,0.01,0.02,465.0,4632.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,510.0,C,0.015,0.01,0.02,8.0,1025.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,180.0,P,0.015,0.01,0.02,411.0,237.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,190.0,P,0.015,0.01,0.02,16.0,99.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,200.0,P,0.015,0.01,0.02,138.0,341.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,210.0,P,0.015,0.01,0.02,9.0,98.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,220.0,P,0.02,0.01,0.03,367.0,214.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,230.0,P,0.025,0.02,0.03,59.0,3570.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,240.0,P,0.025,0.02,0.03,120.0,1725.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,250.0,P,0.03,0.02,0.04,520.0,2204.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,255.0,P,0.03,0.02,0.04,392.0,1903.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,260.0,P,0.035,0.03,0.04,122.0,3011.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,265.0,P,0.04,0.03,0.05,100.0,2030.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,270.0,P,0.045,0.04,0.05,258.0,2213.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,275.0,P,0.05,0.04,0.06,810.0,1099.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,280.0,P,0.065,0.06,0.07,3446.0,2095.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,285.0,P,0.060000000000000005,0.05,0.07,642.0,625.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,290.0,P,0.065,0.06,0.07,288.0,1082.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,295.0,P,0.07,0.06,0.08,292.0,439.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,300.0,P,0.08,0.07,0.09,728.0,2563.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,305.0,P,0.095,0.09,0.1,400.0,380.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,310.0,P,0.10500000000000001,0.1,0.11,768.0,1106.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,315.0,P,0.12,0.11,0.13,13179.0,696.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,320.0,P,0.155,0.15,0.16,504.0,1306.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,325.0,P,0.16,0.15,0.17,450.0,1178.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,330.0,P,0.19,0.18,0.2,997.0,2132.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,335.0,P,0.215,0.21,0.22,545.0,563.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,340.0,P,0.25,0.24,0.26,1584.0,1044.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,345.0,P,0.29000000000000004,0.28,0.3,638.0,1670.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,350.0,P,0.345,0.34,0.35,1891.0,3399.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,355.0,P,0.405,0.4,0.41,470.0,1772.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,357.5,P,0.445,0.44,0.45,1361.0,343.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,360.0,P,0.49,0.48,0.5,1948.0,3610.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,362.5,P,0.54,0.53,0.55,261.0,195.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,365.0,P,0.6,0.59,0.61,1128.0,2116.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,367.5,P,0.675,0.67,0.68,333.0,474.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,370.0,P,0.77,0.76,0.78,1829.0,2906.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,372.5,P,0.87,0.86,0.88,591.0,1087.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,375.0,P,0.995,0.99,1.0,10319.0,5127.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,377.5,P,1.15,1.14,1.16,551.0,257.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,380.0,P,1.32,1.31,1.33,3628.0,4158.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,382.5,P,1.52,1.51,1.53,738.0,396.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,385.0,P,1.77,1.75,1.79,2848.0,3112.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,387.5,P,2.035,2.03,2.04,1780.0,1445.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,390.0,P,2.385,2.36,2.41,4001.0,4326.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,392.5,P,2.765,2.74,2.79,670.0,412.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,395.0,P,3.175,3.15,3.2,5314.0,2415.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,397.5,P,3.7,3.65,3.75,1439.0,400.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,400.0,P,4.275,4.25,4.3,9725.0,6712.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,402.5,P,4.925000000000001,4.9,4.95,1587.0,452.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,405.0,P,5.725,5.7,5.75,7556.0,3624.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,407.5,P,6.625,6.55,6.7,6617.0,881.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,410.0,P,7.625,7.55,7.7,19739.0,4732.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,412.5,P,8.725000000000001,8.65,8.8,3872.0,651.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,415.0,P,9.975000000000001,9.9,10.05,5759.0,3229.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,417.5,P,11.35,11.25,11.45,2001.0,1257.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,420.0,P,12.85,12.75,12.95,17314.0,3023.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,422.5,P,14.45,14.35,14.55,963.0,587.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,425.0,P,16.200000000000003,16.05,16.35,4872.0,2725.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,427.5,P,18.049999999999997,17.9,18.2,606.0,468.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,430.0,P,20.05,19.75,20.35,7895.0,4124.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,432.5,P,21.924999999999997,21.7,22.15,176.0,326.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,435.0,P,24.15,23.85,24.45,987.0,1602.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,437.5,P,26.5,26.15,26.85,682.0,107.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,440.0,P,28.575000000000003,28.35,28.8,1697.0,1238.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,442.5,P,30.825,30.2,31.45,1.0,12.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,445.0,P,33.375,32.95,33.8,350.0,763.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,447.5,P,35.875,35.5,36.25,740.0,30.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,450.0,P,38.3,37.65,38.95,1895.0,1462.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,455.0,P,43.075,42.8,43.35,22.0,812.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,457.5,P,45.65,45.25,46.05,17.0,64.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,460.0,P,47.85,47.35,48.35,59.0,413.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,462.5,P,50.65,50.0,51.3,1.0,2.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,465.0,P,53.125,52.7,53.55,5.0,20.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,470.0,P,58.150000000000006,57.35,58.95,1.0,2.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,472.5,P,60.650000000000006,59.85,61.45,2.0,1.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,475.0,P,63.150000000000006,62.45,63.85,21.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,480.0,P,68.15,67.35,68.95,16.0,3.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,485.0,P,73.15,72.35,73.95,2.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,490.0,P,78.05000000000001,77.65,78.45,20.0,3.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,495.0,P,83.15,82.35,83.95,1.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,500.0,P,88.1,87.45,88.75,7.0,1.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,505.0,P,93.15,92.35,93.95,1.0,2.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,510.0,P,98.15,97.35,98.95,1.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,515.0,P,103.15,102.35,103.95,1462.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,520.0,P,108.15,107.35,108.95,8.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,525.0,P,113.15,112.45,113.85,595.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,530.0,P,118.15,117.35,118.95,8.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,535.0,P,123.15,122.35,123.95,1.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,540.0,P,128.14999999999998,127.35,128.95,8.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,545.0,P,133.14999999999998,132.35,133.95,20.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,550.0,P,138.14999999999998,137.45,138.85,5.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,555.0,P,143.14999999999998,142.35,143.95,,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,560.0,P,148.14999999999998,147.35,148.95,,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,565.0,P,153.14999999999998,152.35,153.95,21.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,570.0,P,158.14999999999998,157.35,158.95,2.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,575.0,P,163.14999999999998,162.45,163.85,90.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,580.0,P,168.14999999999998,167.35,168.95,1.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,600.0,P,188.14999999999998,187.45,188.85,6.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,610.0,P,198.14999999999998,197.35,198.95,,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,620.0,P,208.14999999999998,207.35,208.95,,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,625.0,P,213.14999999999998,212.45,213.85,,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,660.0,P,248.14999999999998,247.35,248.95,,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,700.0,P,288.15,287.45,288.85,1.0,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,710.0,P,298.15,297.35,298.95,,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,800.0,P,388.15,387.45,388.85,,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.014599449528285135,810.0,P,398.15,397.35,398.95,,0.0,2026-02-27
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,100.0,C,312.0,309.25,314.75,3.0,3.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,120.0,C,292.025,289.25,294.8,2.0,3.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,150.0,C,262.07500000000005,259.35,264.8,4.0,2.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,170.0,C,242.125,239.3,244.95,1.0,15.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,190.0,C,222.175,219.35,225.0,,1.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,200.0,C,212.175,209.45,214.9,4.0,16.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,210.0,C,202.2,199.4,205.0,2.0,6.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,230.0,C,182.425,180.35,184.5,2.0,147.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,240.0,C,172.3,170.1,174.5,2.0,1.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,250.0,C,162.3,160.15,164.45,13.0,8.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,260.0,C,152.375,150.25,154.5,1.0,4.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,265.0,C,147.7,145.25,150.15,10.0,39.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,270.0,C,142.425,140.3,144.55,5.0,2.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,275.0,C,137.575,135.65,139.5,1.0,10.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,280.0,C,132.47500000000002,130.4,134.55,13.0,1.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,285.0,C,127.5,125.45,129.55,2.0,5.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,295.0,C,117.725,115.9,119.55,1.0,5.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,300.0,C,112.67500000000001,111.7,113.65,36.0,112.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,310.0,C,102.85,101.15,104.55,1.0,22.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,315.0,C,97.65,96.75,98.55,20.0,66.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,320.0,C,92.95,91.4,94.5,6.0,11.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,325.0,C,88.0,86.55,89.45,1.0,72.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,330.0,C,82.975,82.25,83.7,45.0,30.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,335.0,C,78.175,77.0,79.35,7.0,9.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,340.0,C,73.675,72.05,75.3,10.0,17.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,345.0,C,68.175,67.6,68.75,74.0,4.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,350.0,C,63.625,62.85,64.4,30.0,65.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,355.0,C,58.625,58.05,59.2,3.0,56.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,360.0,C,53.9,53.55,54.25,13.0,34.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,365.0,C,49.175,48.6,49.75,1.0,44.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,370.0,C,44.65,44.3,45.0,21.0,39.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,375.0,C,40.05,39.55,40.55,28.0,328.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,380.0,C,35.650000000000006,35.35,35.95,40.0,426.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,385.0,C,31.35,31.25,31.45,40.0,171.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,390.0,C,27.325,27.2,27.45,66.0,306.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,395.0,C,23.5,23.4,23.6,146.0,462.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,400.0,C,19.925,19.85,20.0,2108.0,404.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,405.0,C,16.674999999999997,16.65,16.7,469.0,552.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,410.0,C,13.625,13.55,13.7,1304.0,1323.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,415.0,C,11.0,10.9,11.1,1199.0,743.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,420.0,C,8.7,8.65,8.75,690.0,1540.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,425.0,C,6.775,6.7,6.85,830.0,1508.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,430.0,C,5.175000000000001,5.15,5.2,1091.0,2172.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,435.0,C,3.875,3.85,3.9,2216.0,1570.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,440.0,C,2.8449999999999998,2.82,2.87,1908.0,1592.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,445.0,C,2.07,2.05,2.09,496.0,1742.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,450.0,C,1.505,1.49,1.52,1409.0,3727.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,455.0,C,1.1,1.09,1.11,462.0,2745.0,2026-03-06
2026-02-21,411.82000732421875,0.03,0.0,0.03377753172006595,460.0,C,0.8,0.79,0.81,1063.0,2092.0,2026-03-06
